2019-04-25 22:05:20.059648,9,No Car,No Car,No Car,Sedan,No Car,No Car,2.83,27.15,119.03,-43.54,2.30,74.91,10.00,22.22,37.32,3.67,63.57,73.12,-17.28,21.08,-9.58,25.55,31.26,51.14,-7.55,-9.38,102.63,-15.28,-0.90,46.48,-13.75,-32.53,61.29
2019-04-25 22:05:31.105001,9,No Car,No Car,No Car,Sedan,No Car,No Car,3.71,29.12,118.18,-42.84,2.30,73.55,9.29,22.58,37.67,2.79,65.50,72.95,-16.57,22.15,-9.58,26.44,29.30,50.28,-7.55,-9.38,101.94,-15.46,-1.08,47.69,-14.48,-30.33,60.59
2019-04-25 22:05:40.197996,9,No Car,No Car,No Car,Sedan,No Car,No Car,2.12,29.65,117.32,-42.66,4.25,74.74,10.36,22.58,37.32,2.27,62.87,72.79,-15.87,22.87,-8.55,27.33,30.90,49.08,-6.29,-9.56,102.81,-17.08,-1.26,48.21,-13.94,-30.52,60.42
2019-04-25 22:05:49.284654,9,No Car,No Car,No Car,Sedan,No Car,No Car,2.12,28.94,115.95,-43.72,3.89,73.38,10.00,21.15,35.25,2.27,62.87,72.45,-15.51,20.72,-9.24,26.44,30.73,52.35,-9.17,-9.56,102.81,-15.10,-0.72,48.72,-14.66,-31.25,61.47
2019-04-25 22:05:57.320002,9,No Car,No Car,No Car,Sedan,No Car,No Car,3.71,28.76,118.18,-43.90,3.36,74.91,9.83,22.40,38.53,2.27,62.17,71.44,-16.04,21.97,-10.09,26.08,30.01,51.66,-7.73,-10.64,101.77,-16.54,-2.16,48.38,-13.57,-30.88,59.72
2019-04-25 22:06:05.354239,9,No Car,No Car,No Car,Sedan,No Car,No Car,3.36,28.40,118.52,-41.96,3.54,73.72,9.47,24.55,35.42,2.44,61.99,72.95,-16.75,21.97,-10.43,24.83,30.19,50.45,-6.47,-8.66,104.71,-16.90,-2.52,47.34,-13.39,-31.80,60.94
2019-04-25 22:06:16.554567,9,No Car,No Car,No Car,Sedan,No Car,No Car,1.59,29.12,117.49,-44.07,3.89,74.06,10.00,21.87,34.56,3.67,64.97,72.79,-17.10,22.33,-9.06,25.01,30.01,51.31,-8.09,-9.56,101.07,-15.64,-0.54,47.51,-13.57,-31.61,61.82
2019-04-25 22:06:27.606420,9,No Car,No Car,No Car,Sedan,No Car,No Car,3.01,29.83,118.52,-42.66,2.48,74.06,9.47,22.76,36.11,1.92,63.57,72.45,-17.81,21.26,-8.38,25.19,30.90,50.45,-6.65,-8.84,101.07,-15.82,-2.52,47.69,-11.58,-31.07,62.34
2019-04-25 22:06:38.648941,9,No Car,No Car,No Car,Sedan,No Car,No Car,3.01,28.76,117.49,-44.43,2.48,74.40,9.83,20.25,37.49,3.14,64.10,71.94,-17.63,22.51,-10.26,25.37,30.37,50.63,-7.37,-9.92,103.50,-16.18,-1.44,47.00,-13.94,-30.52,61.47
2019-04-25 22:06:49.698392,9,No Car,No Car,No Car,Sedan,No Car,No Car,2.83,28.94,117.66,-43.37,3.54,74.74,7.68,23.12,35.42,2.97,62.17,72.45,-17.98,22.15,-8.89,26.44,29.65,50.63,-8.27,-9.02,102.63,-15.82,-1.80,47.69,-15.02,-29.79,59.37
2019-04-25 22:06:57.732086,9,No Car,No Car,No Car,Sedan,No Car,No Car,3.18,29.30,117.32,-43.02,2.12,75.07,10.36,22.58,36.98,4.54,62.69,73.29,-15.87,23.22,-8.89,24.47,30.55,50.80,-9.35,-9.38,103.67,-14.38,-1.08,47.00,-13.94,-30.15,62.87
2019-04-25 22:07:04.712027,9,No Car,No Car,No Car,Sedan,No Car,No Car,2.48,31.08,116.98,-41.96,1.42,75.41,8.22,22.94,35.59,2.09,63.75,72.95,-16.75,21.97,-9.06,25.19,30.19,51.14,-8.45,-9.56,102.46,-14.74,-1.08,47.69,-13.94,-30.52,60.42
2019-04-25 22:07:12.748526,9,No Car,No Car,No Car,Sedan,No Car,No Car,3.89,29.30,117.66,-44.25,2.30,74.57,8.75,22.04,35.77,2.44,63.75,71.94,-16.92,21.44,-10.60,25.72,32.15,50.28,-8.27,-10.82,101.94,-17.44,-2.70,47.51,-13.94,-30.15,61.12
2019-04-25 22:07:20.784920,9,No Car,No Car,No Car,Sedan,No Car,No Car,2.83,30.01,117.66,-42.49,1.95,74.23,10.36,22.58,36.28,2.62,62.52,72.79,-16.22,21.79,-7.87,25.37,30.73,48.56,-7.01,-9.20,101.42,-15.82,-1.44,47.69,-13.21,-29.06,61.12
2019-04-25 22:07:28.816124,9,No Car,No Car,No Car,Sedan,No Car,No Car,3.18,30.01,118.69,-42.49,3.01,72.53,10.36,23.30,35.59,2.44,62.34,72.28,-16.04,21.62,-8.38,26.80,31.80,50.63,-7.37,-10.28,103.15,-17.26,-3.24,47.69,-13.03,-31.07,60.59
2019-04-25 22:09:55.512889,9,No Car,No Car,No Car,Sedan,No Car,No Car,3.18,30.01,117.66,-43.02,1.42,72.36,7.68,21.69,35.77,2.97,63.57,72.11,-17.28,21.79,-8.55,25.55,29.48,50.45,-5.93,-11.00,102.81,-14.56,-0.54,47.51,-14.84,-31.07,61.64
2019-04-25 22:10:05.973530,9,No Car,No Car,No Car,Sedan,No Car,No Car,3.01,29.12,119.89,-44.07,1.77,75.41,8.40,23.12,37.49,2.44,63.39,73.63,-17.10,21.26,-9.75,24.47,31.62,51.14,-8.99,-9.02,103.33,-16.54,-0.72,47.34,-15.38,-31.98,62.52
2019-04-25 22:10:14.007391,9,No Car,No Car,No Car,Sedan,No Car,No Car,1.77,27.87,117.66,-44.43,2.83,73.04,10.18,21.69,35.42,1.75,64.10,72.28,-17.98,20.72,-10.26,24.29,31.08,50.97,-8.09,-9.92,103.85,-16.72,-0.90,48.55,-14.48,-30.70,62.34
2019-04-25 22:10:25.060753,9,No Car,No Car,No Car,Sedan,No Car,No Car,1.59,29.83,115.10,-42.66,3.18,73.72,8.57,22.22,36.98,2.97,63.22,72.79,-16.22,23.22,-9.24,25.55,30.90,50.11,-8.27,-10.82,102.29,-17.80,-3.06,48.55,-13.39,-31.07,62.34
2019-04-25 22:10:36.113856,9,No Car,No Car,No Car,Sedan,No Car,No Car,1.24,28.76,117.15,-42.84,3.71,74.23,7.50,23.30,35.94,2.09,63.75,72.28,-16.92,22.51,-8.55,25.01,31.08,51.66,-9.53,-8.84,102.11,-15.82,0.00,47.69,-12.13,-31.25,60.07
2019-04-25 22:10:42.337820,9,No Car,No Car,No Car,Sedan,No Car,No Car,2.83,28.58,117.66,-42.31,3.18,76.43,8.04,21.69,37.15,3.67,62.87,72.79,-16.57,22.51,-7.53,25.19,31.62,50.80,-8.63,-10.10,102.98,-16.90,-2.16,48.38,-12.67,-29.24,62.34
2019-04-25 22:12:15.369346,10,No Car,Sedan,No Car,No Car,No Car,No Car,-15.92,28.22,66.36,-22.21,-4.95,32.27,16.97,24.55,6.05,-6.98,43.78,48.41,-8.11,8.22,-23.26,26.08,33.94,23.42,-21.22,-19.48,84.26,-15.64,-5.57,32.31,-19.55,-27.78,32.92
2019-04-25 22:12:38.052337,10,No Car,Sedan,No Car,No Car,No Car,No Car,-16.10,28.76,66.53,-21.86,-5.31,32.27,18.22,26.17,6.57,-9.60,42.91,47.23,-8.81,7.86,-23.26,26.44,33.94,23.76,-23.38,-19.12,83.56,-16.18,-5.75,33.17,-19.55,-28.14,33.27
2019-04-25 22:12:53.029768,10,No Car,Sedan,No Car,No Car,No Car,No Car,-17.51,26.97,66.19,-23.45,-5.48,33.12,17.33,24.91,6.05,-7.85,43.26,46.23,-8.29,9.11,-22.06,25.90,34.83,23.94,-22.30,-19.84,84.26,-16.00,-5.21,34.38,-19.36,-27.59,34.15
2019-04-25 22:13:08.153528,10,No Car,Sedan,No Car,No Car,No Car,No Car,-16.10,29.48,67.90,-20.45,-5.66,32.27,18.04,25.63,5.01,-7.85,43.61,48.58,-10.40,8.40,-23.09,25.19,33.05,23.94,-23.38,-19.84,83.56,-15.64,-4.85,34.04,-19.73,-27.96,32.75
2019-04-25 22:13:17.244945,10,No Car,Sedan,No Car,No Car,No Car,No Car,-15.39,28.05,67.55,-23.62,-4.25,32.95,16.61,24.55,5.36,-8.55,43.61,46.90,-8.29,7.32,-21.72,25.90,34.12,24.62,-22.12,-19.66,85.47,-15.28,-3.78,34.04,-19.73,-29.42,33.10
2019-04-25 22:13:26.335048,10,No Car,Sedan,No Car,No Car,No Car,No Car,-16.63,27.15,68.75,-21.68,-4.42,31.76,18.22,25.81,6.22,-8.03,43.78,47.74,-8.81,8.57,-23.94,25.37,33.58,24.11,-22.12,-20.02,83.74,-16.36,-5.21,33.00,-18.64,-27.96,32.05
2019-04-25 22:13:35.430514,10,No Car,Sedan,No Car,No Car,No Car,No Car,-15.03,27.69,68.58,-21.86,-5.31,33.29,18.40,25.27,5.36,-8.03,41.68,47.74,-8.81,7.86,-23.60,26.08,33.58,23.76,-21.76,-17.50,84.08,-15.82,-2.88,32.48,-19.00,-27.23,32.75
2019-04-25 22:13:43.467734,10,No Car,Sedan,No Car,No Car,No Car,No Car,-17.69,28.22,67.73,-22.04,-5.13,31.08,17.15,26.17,6.91,-8.90,42.56,48.58,-9.52,7.15,-22.23,25.55,34.48,22.90,-21.94,-18.76,83.91,-14.38,-3.96,33.17,-18.64,-28.32,31.35
2019-04-25 22:13:51.501186,10,No Car,Sedan,No Car,No Car,No Car,No Car,-15.57,27.51,68.07,-21.86,-6.01,31.25,17.15,26.53,6.57,-9.08,44.48,47.40,-8.64,7.32,-22.06,24.47,34.12,23.59,-22.66,-19.12,84.26,-16.72,-4.14,33.35,-19.36,-29.79,33.10
2019-04-25 22:13:58.632180,10,No Car,Sedan,No Car,No Car,No Car,No Car,-14.68,28.76,66.19,-21.33,-5.13,32.10,16.79,26.17,5.53,-8.03,44.13,48.75,-9.34,8.04,-23.43,24.65,35.73,23.76,-22.30,-18.40,84.95,-15.10,-5.75,32.14,-19.91,-28.51,32.92
2019-04-25 22:14:08.629470,10,No Car,Sedan,No Car,No Car,No Car,No Car,-16.10,28.05,68.24,-21.86,-5.31,32.95,17.69,25.63,5.36,-8.38,43.08,47.07,-8.64,6.61,-23.43,25.37,35.01,24.11,-22.48,-18.22,83.74,-16.00,-5.57,33.35,-18.28,-28.69,32.75
2019-04-25 22:14:18.778929,10,No Car,Sedan,No Car,No Car,No Car,No Car,-15.39,27.69,67.90,-22.21,-4.95,31.93,16.97,25.63,6.05,-10.65,43.26,48.24,-9.34,6.97,-22.40,24.12,33.76,22.90,-21.76,-20.02,84.78,-15.46,-6.11,32.83,-18.82,-29.24,33.62
2019-04-25 22:14:26.812066,10,No Car,Sedan,No Car,No Car,No Car,No Car,-15.57,28.22,66.70,-20.45,-4.25,31.59,19.11,27.06,5.36,-7.33,44.13,47.74,-8.46,8.93,-23.94,26.08,32.87,24.45,-23.20,-18.94,84.08,-15.28,-4.85,32.31,-19.73,-27.96,32.75
2019-04-25 22:14:34.846309,10,No Car,Sedan,No Car,No Car,No Car,No Car,-14.15,28.94,67.04,-21.16,-3.54,30.57,17.69,25.99,6.05,-8.55,43.61,47.23,-8.46,7.50,-24.63,25.55,34.48,23.25,-22.84,-17.86,84.08,-16.18,-6.11,31.79,-18.46,-27.78,33.27
2019-04-25 22:14:43.936721,10,No Car,Sedan,No Car,No Car,No Car,No Car,-14.68,28.05,66.53,-23.09,-4.42,31.76,17.15,25.45,5.53,-7.51,43.61,47.23,-9.17,7.86,-23.60,26.62,34.12,25.31,-22.84,-18.58,85.12,-15.64,-4.50,33.00,-18.82,-27.78,31.87
2019-04-25 22:15:48.202580,10,No Car,Sedan,No Car,No Car,No Car,No Car,-14.33,28.05,67.55,-22.21,-4.95,31.25,17.86,26.88,7.60,-8.20,43.26,46.90,-8.81,7.50,-23.26,26.62,33.41,23.59,-23.20,-18.94,82.70,-15.46,-5.75,32.48,-18.82,-28.87,32.22
2019-04-25 22:16:12.692053,10,No Car,Sedan,No Car,No Car,No Car,No Car,-15.74,27.69,66.87,-22.39,-5.13,33.12,17.86,25.45,6.91,-8.55,42.20,47.91,-8.99,8.40,-22.75,25.37,33.23,24.45,-21.94,-19.84,83.91,-15.64,-5.93,33.35,-19.36,-28.32,33.45
2019-04-25 22:16:21.783837,10,No Car,Sedan,No Car,No Car,No Car,No Car,-15.74,28.05,68.58,-21.68,-6.54,32.10,16.97,26.70,6.39,-8.73,43.08,47.40,-9.52,7.50,-22.92,24.83,33.76,24.62,-23.38,-20.20,84.26,-16.18,-4.68,32.48,-19.55,-28.14,32.92
2019-04-25 22:16:31.780759,10,No Car,Sedan,No Car,No Car,No Car,No Car,-16.45,27.33,67.21,-21.86,-6.37,32.95,17.69,25.99,7.08,-8.73,43.78,48.75,-7.76,7.86,-23.60,25.01,35.01,23.42,-23.20,-20.38,85.12,-14.74,-3.96,32.14,-19.73,-28.69,33.10
2019-04-25 22:16:37.857078,10,No Car,Sedan,No Car,No Car,No Car,No Car,-15.03,27.69,66.87,-20.80,-4.95,31.25,16.61,26.35,7.43,-7.68,43.08,47.40,-10.23,8.22,-22.23,26.26,34.12,23.25,-22.84,-20.02,84.43,-16.18,-5.39,34.90,-20.27,-28.14,31.52
