2019-04-22 10:58:43.387863,1,Sedan,Large Truck,Sedan,Sedan,No Car,Large Truck,2.12,-6.07,89.62,-41.25,80.30,-88.3S,89.86,7.71,65.14,-11.52,74.25,111.28,-34.38,2.32,-112.70,66.63,71.28,19.80,-28.23,-9.92,111.13,-13.67,-67.61,49.07,4.16,-23.94,22.94
2019-04-22 10:59:14.941806,1,Sedan,Large Truck,Sedan,Sedan,No Car,Large Truck,1.95,-6.25,90.47,-42.66,79.24,-87.64,88.07,6.27,65.14,-12.22,74.95,109.60,-35.79,3.04,-113.05,66.10,71.10,18.25,-28.77,-8.66,110.61,-14.03,-68.69,50.80,2.53,-23.03,21.01
2019-04-22 10:59:26.138330,1,Sedan,Large Truck,Sedan,Sedan,No Car,Large Truck,2.12,-4.64,89.62,-42.13,80.48,-88.83,89.68,8.60,65.66,-11.87,76.70,109.93,-34.91,2.86,-110.48,66.63,71.63,18.42,-28.23,-7.76,110.43,-13.85,-67.43,50.28,2.35,-24.67,20.84
2019-04-22 10:59:33.119395,1,Sedan,Large Truck,Sedan,Sedan,No Car,Large Truck,2.83,-5.36,89.27,-41.61,79.24,-88.32,91.28,8.42,64.45,-11.34,75.48,109.43,-35.26,1.43,-112.19,66.81,69.31,18.25,-30.03,-8.12,110.09,-13.31,-69.41,49.07,1.81,-23.03,20.66
2019-04-22 10:59:44.164842,1,Sedan,Large Truck,Sedan,Sedan,No Car,Large Truck,3.54,-5.36,90.98,-43.37,80.30,-88.66,88.60,7.89,64.62,-12.39,75.83,110.44,-35.08,1.97,-113.39,65.74,70.74,19.63,-28.41,-8.66,110.26,-14.03,-70.84,49.76,3.80,-23.57,20.14
2019-04-22 11:02:28.601458,2,Sedan,Sedan,No Car,Large Truck,Large Truck,No Car,-45.28,55.74,91.33,-45.48,23.70,45.18,-6.07,44.45,-7.95,-36.83,89.14,71.78,-31.73,38.23,-19.84,8.04,53.06,17.05,-47.65,13.89,103.15,-33.98,21.40,39.91,-32.94,-5.12,39.93
2019-04-22 11:02:44.348600,2,Sedan,Sedan,No Car,Large Truck,Large Truck,No Car,-45.81,55.20,91.84,-46.72,24.23,45.69,-6.07,42.66,-6.91,-38.05,90.01,71.27,-30.50,36.98,-18.64,6.25,52.70,17.05,-47.65,12.09,103.85,-33.62,20.68,40.26,-32.76,-6.76,39.05
2019-04-22 11:03:21.633213,2,Sedan,Sedan,No Car,Large Truck,Large Truck,No Car,-45.10,55.91,91.84,-45.84,24.41,44.84,-6.61,43.19,-6.74,-36.48,88.79,70.43,-30.15,36.26,-18.64,7.68,51.63,18.08,-49.45,12.45,103.85,-34.16,20.50,39.05,-33.30,-6.21,38.18
2019-04-22 11:03:29.667915,2,Sedan,Sedan,No Car,Large Truck,Large Truck,No Car,-44.75,55.56,91.84,-46.01,24.94,44.33,-5.90,43.19,-9.85,-37.87,89.14,70.77,-31.56,37.34,-18.30,8.04,52.34,17.74,-47.11,11.91,103.33,-34.70,21.40,39.22,-32.94,-6.58,39.58
2019-04-22 11:03:39.660666,2,Sedan,Sedan,No Car,Large Truck,Large Truck,No Car,-45.64,56.45,91.33,-44.96,24.23,46.03,-5.72,43.01,-7.95,-37.53,88.79,71.44,-31.91,39.12,-18.98,7.15,53.23,17.56,-47.47,12.27,103.67,-33.44,22.30,39.39,-34.21,-5.66,39.40
2019-04-22 11:03:56.739025,2,Sedan,Sedan,No Car,Large Truck,Large Truck,No Car,-45.28,55.02,92.70,-44.60,23.88,45.35,-7.68,43.55,-6.74,-38.05,88.96,71.94,-30.50,37.34,-18.98,7.68,53.41,18.08,-48.01,12.81,103.50,-33.44,22.30,39.74,-34.02,-6.58,39.23
2019-04-22 11:04:05.825671,2,Sedan,Sedan,No Car,Large Truck,Large Truck,No Car,-46.17,55.20,92.18,-45.13,23.70,44.84,-6.79,43.73,-8.29,-37.70,89.66,71.27,-30.32,37.87,-17.44,7.86,52.52,18.25,-46.75,12.99,102.98,-32.91,21.40,39.57,-34.57,-7.13,39.75
2019-04-22 11:04:13.857554,2,Sedan,Sedan,No Car,Large Truck,Large Truck,No Car,-45.28,54.66,89.96,-46.19,24.41,44.16,-7.15,42.66,-7.95,-38.40,88.96,70.60,-31.56,36.98,-17.62,6.43,52.52,17.22,-47.65,11.73,105.23,-33.98,22.12,40.60,-36.02,-5.30,39.40
2019-04-22 11:06:08.773884,3,No Car,Large Truck,Large Truck,No Car,No Car,No Car,1.59,60.92,38.48,-7.40,27.59,29.55,29.12,53.95,-2.25,9.25,73.38,44.88,6.17,41.62,-23.43,40.37,60.38,21.70,-1.80,14.43,78.02,0.18,27.51,33.69,-2.35,-1.28,30.65
2019-04-22 11:06:34.476194,3,No Car,Large Truck,Large Truck,No Car,No Car,No Car,4.78,61.99,40.19,-6.35,27.59,30.23,30.01,52.69,-2.42,9.60,76.18,43.87,6.17,41.62,-25.48,38.23,61.45,19.63,-1.62,15.69,79.23,3.06,27.87,34.38,-0.54,0.18,31.00
2019-04-22 11:06:53.671216,3,No Car,Large Truck,Large Truck,No Car,No Car,No Car,4.07,60.92,39.85,-7.76,27.95,30.91,29.12,54.30,-2.59,8.38,74.25,43.03,6.70,40.01,-23.60,38.41,61.63,22.90,-1.80,15.51,80.44,1.44,27.69,33.17,-1.63,-1.64,32.75
2019-04-22 11:07:28.843436,3,No Car,Large Truck,Large Truck,No Car,No Car,No Car,3.89,60.38,39.68,-7.40,26.53,29.89,29.83,53.23,-2.25,9.77,73.20,42.70,5.64,40.37,-25.65,38.94,61.09,22.39,-2.16,14.79,79.40,1.98,27.87,34.04,-0.90,-0.91,31.35
2019-04-22 11:07:46.831172,3,No Car,Large Truck,Large Truck,No Car,No Car,No Car,4.60,58.95,41.39,-7.05,27.24,29.55,29.65,54.48,-3.46,9.08,74.25,43.37,5.64,39.30,-23.94,39.12,61.63,22.21,-2.70,16.78,79.23,2.70,26.79,36.11,-2.53,-0.73,31.17
2019-04-22 11:08:07.838278,3,No Car,Large Truck,Large Truck,No Car,No Car,No Car,3.89,61.09,40.36,-6.17,27.42,30.74,29.30,53.05,-2.76,9.08,75.30,43.03,5.64,39.66,-23.94,38.05,60.92,21.87,0.36,15.15,80.44,1.44,27.69,34.21,-1.45,-1.46,30.12
2019-04-22 11:08:16.925679,3,No Car,Large Truck,Large Truck,No Car,No Car,No Car,3.54,60.38,39.34,-7.23,27.06,30.06,28.94,54.13,-2.76,8.90,73.73,43.20,6.70,41.09,-25.31,39.30,62.52,22.04,-0.54,14.61,79.23,2.88,28.05,34.90,-1.99,-0.91,31.00
2019-04-22 11:08:34.008198,3,No Car,Large Truck,Large Truck,No Car,No Car,No Car,3.89,60.74,39.68,-6.52,27.77,31.08,30.37,53.05,-3.11,10.82,74.60,44.38,7.05,41.44,-24.97,37.69,60.20,21.52,-1.44,14.79,80.10,1.44,28.05,35.25,-1.27,-0.91,30.65
2019-04-22 11:10:02.503361,4,Large Truck,No Car,No Car,No Car,Large Truck,Large Truck,12.38,48.95,38.99,2.47,16.63,29.21,40.73,46.60,-1.38,18.50,64.80,41.69,16.75,30.90,-24.46,48.59,52.52,23.76,9.17,4.15,77.15,9.17,17.80,33.00,7.24,-9.14,32.57
2019-04-22 11:10:19.605644,4,Large Truck,No Car,No Car,No Car,Large Truck,Large Truck,13.80,48.59,38.31,2.47,17.33,30.23,39.48,47.14,-0.52,17.63,63.22,42.86,15.87,31.08,-24.29,48.23,53.95,22.39,7.19,5.05,76.97,11.15,19.06,33.52,5.97,-8.22,30.30
2019-04-22 11:10:29.599041,4,Large Truck,No Car,No Car,No Car,Large Truck,Large Truck,12.74,48.23,38.31,3.17,17.69,30.23,38.94,45.88,0.35,17.10,65.15,40.68,15.51,31.80,-25.31,46.45,53.95,23.76,8.27,5.05,78.02,10.61,17.08,33.69,4.89,-8.22,31.00
2019-04-22 11:10:43.816631,4,Large Truck,No Car,No Car,No Car,Large Truck,Large Truck,11.85,49.84,39.51,0.53,16.45,29.72,39.48,47.85,-1.90,18.15,63.04,42.36,14.81,31.08,-24.29,47.16,53.59,23.07,8.63,6.13,76.63,10.97,18.16,34.04,7.06,-8.59,30.30
2019-04-22 11:10:54.862368,4,Large Truck,No Car,No Car,No Car,Large Truck,Large Truck,11.67,48.59,38.31,3.00,17.86,29.72,39.66,47.67,0.35,17.80,64.80,42.36,15.16,31.44,-25.31,46.98,53.41,23.25,8.63,4.69,76.28,10.97,18.16,33.35,6.33,-9.32,31.00
2019-04-22 11:11:04.855263,4,Large Truck,No Car,No Car,No Car,Large Truck,Large Truck,13.09,48.95,39.34,0.88,18.93,29.38,39.48,46.42,-1.56,18.85,63.39,40.68,16.22,32.15,-24.63,47.34,53.77,23.25,7.91,5.77,77.32,10.07,18.70,33.17,5.07,-8.77,31.52
